post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine.jpg,id_import,codice_opera,post_status
catalogo,10014,1951-1952 3,Senza titolo / (Untitled),1951-1952,glazed polychrome ceramic ,60 x 20 cm,Sculptures,,,,1951-1952_3.jpg,14,14,publish
catalogo,10018,1953 9,Senza titolo / (Untitled),circa 1953 ,terracotta,25 x 15 x 7 cm   ,Sculptures,,,,1953_9.jpg,18,18,publish
catalogo,10020,1953 11,Senza titolo / (Untitled),circa 1953 ,terracotta,,Sculptures,,,,1953_11.jpg,20,20,publish
catalogo,10027,1951-1952 9,Senza titolo / (Untitled),1951-1952,glazed ceramic,"63 x 20,5 x 23 cm",Sculptures,,,,1951-1952_9.jpg,27,27,publish
catalogo,10034,1959-1960 13,Catenelle / (Little Chains),1959-1960,brass,,Sculptures,,,,1959-1960_13.jpg,34,34,publish
catalogo,10083,1951-1952 1,Kore ,1951-1952,glazed ceramic,h. 50 cm,Sculptures,,,,1951-1952_1.jpg,83,83,publish
catalogo,10084,1955 4,Senza titolo / (Untitled),circa 1955,terracotta,25 x 7 x 7 cm   ,Sculptures,,,,1955_4.jpg,84,84,publish
catalogo,10094,1960 1,Liù ,1960,brass and glass and bronze,"21 x 6 x 3,5 cm",Sculptures,,,,1960_1.jpg,94,94,publish
catalogo,10138,1955-1956 5,Kore ,1955-1956,glazed ceramic,h. 108 cm ,Sculptures,,,,1955-1956_5.jpg,138,138,publish
catalogo,10161,1955-1956 11,Kore ,1955-1956,glazed polychrome ceramic ,"43,5 x 9 x 6,5 cm",Sculptures,,,,1955-1956_11.jpg,161,161,publish
catalogo,10174,1959 5,Senza titolo / (Untitled),circa 1959,brass,50 x 20 cm,Sculptures,,,,1959_5.jpg,174,174,publish
catalogo,10192,1955-1956 4,Kore ,1955-1956 ,glazed ceramic,h. 101 cm,Sculptures,,,,1955-1956_4.jpg,192,192,publish
catalogo,10194,1959 6,Senza titolo / (Untitled),circa 1959,brass,35 x 15 cm,Sculptures,,,,1959_6.jpg,194,194,publish
catalogo,10204,1955-1956 7,Kore ,1955-1956,glazed ceramic,h. 103 cm,Sculptures,,,,1955-1956_7.jpg,204,204,publish
catalogo,10212,1959 7,Senza titolo / (Untitled),circa 1959 ,brass,40 x 20 cm,Sculptures,,,,1959_7.jpg,212,212,publish
catalogo,10216,1959-1960 2,Senza titolo - Tre cerchi / (Untitled - Three Circles),1959-1960,brass,37 x 16 cm,Sculptures,,,,1959-1960_2.jpg,216,216,publish
catalogo,10242,1960 9,Uomini superuomini dei / (Men Supermen Gods),1960,brass,,Sculptures,,,,1960_9.jpg,242,242,publish
catalogo,10243,1953 10,Senza titolo / (Untitled),circa 1953,terracotta,"24,8 x 6,5 x 8 cm",Sculptures,,,,1953_10.jpg,243,243,publish
catalogo,10262,1959-1960 14,Senza titolo - Tre cerchi / (Untitled - Three Circles),1959-1960,brass,45 x 13 x 9 cm,Sculptures,,,,1959-1960_14.jpg,262,262,publish
catalogo,10300,1955 9,Kore ,circa 1955,glazed ceramic,h. 101 cm,Sculptures,,,,1955_9.jpg,300,300,publish
catalogo,10380,1959-1960 1,Pendolo / (Pendulum),1959-1960,brass (prototype),16 x 16 x 4 cm,Sculptures,,,   ,1959-1960_1.jpg,380,380,publish
catalogo,10381,1959-1960 4,Pendolo / (Pendulum),1959-1960,brass and glazed ceramic,35 x 11 x 7 cm,Sculptures,,,,1959-1960_4.jpg,381,381,publish
catalogo,10397,1959-1960 3,Senza titolo - Tre cerchi / (Untitled - Three Circles),1959-1960,brass,"37 x 17,5 x 12 cm",Sculptures,,,,1959-1960_3.jpg,397,397,publish
catalogo,10418,1955 12,Kore ,circa 1955,glazed ceramic,h. 101 cm,Sculptures,,,,1955_12.jpg,418,418,publish
catalogo,10484,1959 4,Senza titolo / (Untitled),circa 1959,brass,50 x 13 x 10 cm,Sculptures,,,,1959_4.jpg,484,484,publish
catalogo,10558,1951-1952 6,Senza titolo / (Untitled),1951-1952,glazed polychrome ceramic,62 x 16 x 16 cm,Sculptures,,,,1951-1952_6.jpg,558,558,publish
catalogo,10576,1953 4,Senza titolo / (Untitled),circa 1953,terracotta,"26 x 7,5 cm",Sculptures,,,,1953_4.jpg,576,576,publish
catalogo,10577,1955-1956 10,Kore ,1955-1956,glazed ceramic,h. 101 cm,Sculptures,,,,1955-1956_10.jpg,577,577,publish
catalogo,10593,1954 5,Kore ,1954,terracotta,"45 x 9,8 x 8 cm",Sculptures,,,,1954_5.jpg,593,593,publish
catalogo,10598,1959 10,Meditazione teologica / (Theological Meditation),circa 1959,painted terracotta and brass,42 x 30 x 16 cm,Little Theatres,,,,1959_10.jpg,598,598,publish
catalogo,10614,1959-1960 9,Catenelle / (Little Chains),1959-1960,brass,60 cm,Sculptures,,,,1959-1960_9.jpg,614,614,publish
catalogo,10655,1959-1960 8,Catenelle / (Little Chains),1959-1960,brass,"58 x 17,5 x 12,3 cm",Sculptures,,,,1959-1960_8.jpg,655,655,publish
catalogo,10684,1953 6,Kore ,circa 1953,terracotta,h. 23 cm,Sculptures,,,,1953_6.jpg,684,684,publish
catalogo,10685,1953 8,Senza titolo / (Untitled),circa 1953,terracotta,23 x 7 x 7 cm   ,Sculptures,,,,1953_8.jpg,685,685,publish
catalogo,10715,1959-1960 7,Catenelle / (Little Chains),1959-1960,brass,h. 61 cm,Sculptures,,, ,1959-1960_7.jpg,715,715,publish
catalogo,10723,1953 5,Kore ,circa 1953,terracotta,h. 23 cm,Sculptures,,,,1953_5.jpg,723,723,publish
catalogo,10728,1955-1956 6,Kore ,1955-1956,glazed ceramic,101 x 34 cm,Sculptures,,,,1955-1956_6.jpg,728,728,publish
catalogo,10729,1960 10,La casa dell'orologiaio / (The Clockmaker's House),1960,brass,"113,5 x 37,7 x 16,4 cm",Sculptures,,,,1960_10.jpg,729,729,publish
catalogo,10763,1959-1960 11,Catenelle / (Little Chains),1959-1960,brass,59 x 12 x 8 cm,Sculptures,,,,1959-1960_11.jpg,763,763,publish
catalogo,10804,1959-1960 12,Catenelle / (Little Chains),1959-1960,brass,"57 x 11,5 x 8,5 cm",Sculptures,,,,1959-1960_12.jpg,804,804,publish
catalogo,10828,1960 8,Uomini e superuomini / (Men and Supermen),1960,brass,87 x 25 x 8 cm,Sculptures,,, ,1960_8.jpg,828,828,publish
catalogo,10831,1959 1,I gessetti / (The Chalks),1959,painted terracotta and painted clay,46 x 37 x 20 cm,Little Theatres,,,,1959_1.jpg,831,831,publish
catalogo,10872,1959-1960 10,Equilibri / (Balances),1959-1960,brass and glazed ceramic,85 x 45 x 46 cm,Sculptures,,,,1959-1960_10.jpg,872,872,publish
catalogo,10879,1960 2,Le mele e il sole / (The Apples and the Sun),1960,brass,52 x 15 x 12 cm,Sculptures,,,,1960_2.jpg,879,879,publish
catalogo,10881,1960 3,Senza titolo / (Untitled),1960,brass,35 x 15 x 8 cm,Sculptures,,,,1960_3.jpg,881,881,publish
catalogo,10894,1959 11,Il carro dei rabdomanti / (The Cart of Water Diviners),circa 1959,brass ,35 x 25 x 11 cm,Sculptures,,,,1959_11.jpg,894,894,publish
catalogo,11002,1960 6,L'amico leone / (The Lion Friend),1960,brass,32 x 73 x 25 cm,Sculptures,,,   ,1960_6.jpg,1002,1002,publish
catalogo,11003,1955 8,Kore ,circa 1955,glazed ceramic,103 x 24 x 20 cm,Sculptures,,,,1955_8.jpg,1003,1003,publish
catalogo,11011,1960 7,L'albero di Don Giovanni / (The Don Giovanni Tree),1960,brass,90 x 26 x 9 cm,Sculptures,,,,1960_7.jpg,1011,1011,publish
catalogo,11019,1958 1,Il sonno di Wotan / (Wotan's Sleep),1958,painted terracotta and brass,"52,8 x 39,2 x 11 cm",Little Theatres,,,,1958_1.jpg,1019,1019,publish
catalogo,11037,1951 8,Edicola Achille (L'angelo dell'Apocalisse) / Achilles Aedicule (The Angel of the Apocalypse),1951,green patina bronze casting ,220 cm,Sculptures,,, ,1951_8.jpg,1037,1037,publish
catalogo,11067,1953 7,Senza titolo / (Untitled),circa 1953,terracotta,"23 x Ø 6,5 cm",Sculptures,,,,1953_7.jpg,1067,1067,publish
catalogo,11068,1953 13,Senza titolo / (Untitled),circa 1953,terracotta,23 cm,Sculptures,,,,1953_13.jpg,1068,1068,publish
catalogo,11069,1954 3,Kore ,1954,terracotta,45 x 12 x 8 cm,Sculptures,,,,1954_3.jpg,1069,1069,publish
catalogo,11076,1952 1,Gli eresiarchi e i vescovi santi / (The Heretics and the Holy Bishops),1952,painted terracotta,"40,5 x 27 x 7 cm",Little Theatres,/ ,,,1952_1.jpg,1076,1076,publish
catalogo,11088,1951-1952 10,Senza titolo / (Untitled),1951-1952,ceramic,h. 38 cm,Sculptures,,,,1951-1952_10.jpg,1088,1088,publish
catalogo,11123,1955 1,La cantante / (The Singer Girl),1955,plaster,94 x 58 x 32 cm,Sculptures,,,,1955_1.jpg,1123,1123,publish
catalogo,11189,1955 2,Confessione / (Confession),1955,plaster,99 x 54 x 31 cm,Sculptures,,,,1955_2.jpg,1189,1189,publish
catalogo,11192,1960 12,I Sette Savi / (The Seven Sages),1960,plaster (prototype),44 x 10 x 5 cm (each element),Sculptures,,,,1960_12.jpg,1192,1192,publish
catalogo,11244,1955 3,Senza titolo / (Untitled),circa 1955,terracotta,23 x 7 x 7 cm   ,Sculptures,,,,1955_3.jpg,1244,1244,publish
catalogo,11245,1955 5,Senza titolo / (Untitled),circa 1955,terracotta,30 x 20 x 5 cm (first element) ; 23 x 10 x 7 cm (second element)   ,Sculptures,,,,1955_5.jpg,1245,1245,publish
catalogo,11251,1960 11,Il magazzino delle idee / (The Warehouse of Ideas),1960,brass and bronze,"105,7 x 34 x 13,7 cm ",Sculptures,,,,1960_11.jpg,1251,1251,publish
catalogo,11265,1951-1952 4,Senza titolo / (Untitled),1951-1952,glazed polychrome ceramic,65 x 20 x 17 cm,Sculptures,,,,1951-1952_4.jpg,1265,1265,publish
catalogo,11284,1959 9,La grande pigrizia / (The Great Sloth),circa 1959,"painted terracotta, brass and glazed ceramic","57,2 x 31,7 x 13 cm",Little Theaters,,,,1959_9.jpg,1284,1284,publish
catalogo,11290,1960 5,Pavane pour des enfants défunts / (Pavane for Dead Children),1960,brass and bronze ,101 x 63 x 36 cm ,Sculptures,,,,1960_5.jpg,1290,1290,publish
catalogo,11294,1955 6,Senza titolo / (Untitled),circa 1955,glazed polychrome ceramic,64 x 29 x 29 cm,Sculptures,,,,1955_6.jpg,1294,1294,publish
catalogo,11295,1955 7,Senza titolo / (Untitled),circa 1955,glazed polychrome ceramic,79 x 25 x 25 cm,Sculptures,,,,1955_7.jpg,1295,1295,publish
catalogo,11298,1957 3,Paradiso / (Paradise),1957,painted terracotta,36 x 29 x 9 cm,Little Theaters,,,   ,1957_3.jpg,1298,1298,publish
catalogo,11299,1959 2,Meditazione domestica / (Domestic Meditation),1959,"painted terracotta, brass and glazed ceramic","45,8 x 41,3 x 15,5 cm",Little Theaters,,, ,1959_2.jpg,1299,1299,publish
catalogo,11300,1959 12,Il carro dei rabdomanti / (The Cart of Water Diviners),circa 1959 (1965),brass and glazed ceramic,130 x 72 x 32 cm,Sculptures,,,,1959_12.jpg,1300,1300,publish
catalogo,11301,1960 13,I Sette Savi / (The Seven Sages),1960,Viggiù stone ,220 x 55 x 31 cm (each element),Sculptures,,,,1960_13.jpg,1301,1301,publish
